test_id,node,test_category,test_description,test,result,failure_reason
23,DC1-L2LEAF2B,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet4 - MLAG_PEER_DC1-L2LEAF2A_Ethernet4,PASS
24,DC1-LEAF1A,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet1 - P2P_LINK_TO_DC1-SPINE1_Ethernet1,PASS
25,DC1-LEAF1A,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet2 - P2P_LINK_TO_DC1-SPINE2_Ethernet1,PASS
26,DC1-LEAF1A,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet3 - P2P_LINK_TO_DC1-SPINE3_Ethernet1,PASS
27,DC1-LEAF1A,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet4 - P2P_LINK_TO_DC1-SPINE4_Ethernet1,PASS
28,DC1-LEAF2A,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet1 - P2P_LINK_TO_DC1-SPINE1_Ethernet2,PASS
29,DC1-LEAF2A,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet2 - P2P_LINK_TO_DC1-SPINE2_Ethernet2,PASS
30,DC1-LEAF2A,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet3 - P2P_LINK_TO_DC1-SPINE3_Ethernet2,PASS
31,DC1-LEAF2A,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet4 - P2P_LINK_TO_DC1-SPINE4_Ethernet2,PASS
32,DC1-LEAF2A,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet5 - MLAG_PEER_DC1-LEAF2B_Ethernet5,PASS
33,DC1-LEAF2A,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet6 - MLAG_PEER_DC1-LEAF2B_Ethernet6,PASS
34,DC1-LEAF2A,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet7 - DC1-L2LEAF1A_Ethernet1,PASS
35,DC1-LEAF2A,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet8 - server-1_Eth2,PASS
36,DC1-LEAF2B,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet1 - P2P_LINK_TO_DC1-SPINE1_Ethernet3,PASS
37,DC1-LEAF2B,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet2 - P2P_LINK_TO_DC1-SPINE2_Ethernet3,PASS
38,DC1-LEAF2B,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet3 - P2P_LINK_TO_DC1-SPINE3_Ethernet3,PASS
39,DC1-LEAF2B,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet4 - P2P_LINK_TO_DC1-SPINE4_Ethernet3,PASS
40,DC1-LEAF2B,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet5 - MLAG_PEER_DC1-LEAF2A_Ethernet5,PASS
41,DC1-LEAF2B,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet6 - MLAG_PEER_DC1-LEAF2A_Ethernet6,PASS
42,DC1-LEAF2B,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet7 - DC1-L2LEAF1A_Ethernet2,PASS
43,DC1-LEAF2B,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet8 - server-1_Eth3,PASS
44,DC1-SPINE1,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet1 - P2P_LINK_TO_DC1-LEAF1A_Ethernet1,PASS
45,DC1-SPINE1,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet2 - P2P_LINK_TO_DC1-LEAF2A_Ethernet1,PASS
46,DC1-SPINE1,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet3 - P2P_LINK_TO_DC1-LEAF2B_Ethernet1,PASS
47,DC1-SPINE1,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet4 - P2P_LINK_TO_DC1-SVC3A_Ethernet1,PASS
48,DC1-SPINE1,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet5 - P2P_LINK_TO_DC1-SVC3B_Ethernet1,PASS
49,DC1-SPINE2,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet1 - P2P_LINK_TO_DC1-LEAF1A_Ethernet2,PASS
50,DC1-SPINE2,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet2 - P2P_LINK_TO_DC1-LEAF2A_Ethernet2,PASS
51,DC1-SPINE2,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet3 - P2P_LINK_TO_DC1-LEAF2B_Ethernet2,PASS
52,DC1-SPINE2,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet4 - P2P_LINK_TO_DC1-SVC3A_Ethernet2,PASS
53,DC1-SPINE2,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet5 - P2P_LINK_TO_DC1-SVC3B_Ethernet2,PASS
54,DC1-SPINE3,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet1 - P2P_LINK_TO_DC1-LEAF1A_Ethernet3,PASS
55,DC1-SPINE3,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet2 - P2P_LINK_TO_DC1-LEAF2A_Ethernet3,PASS
56,DC1-SPINE3,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet3 - P2P_LINK_TO_DC1-LEAF2B_Ethernet3,PASS
57,DC1-SPINE3,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet4 - P2P_LINK_TO_DC1-SVC3A_Ethernet3,PASS
58,DC1-SPINE3,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet5 - P2P_LINK_TO_DC1-SVC3B_Ethernet3,PASS
59,DC1-SPINE4,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet1 - P2P_LINK_TO_DC1-LEAF1A_Ethernet4,PASS
60,DC1-SPINE4,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet2 - P2P_LINK_TO_DC1-LEAF2A_Ethernet4,PASS
61,DC1-SPINE4,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet3 - P2P_LINK_TO_DC1-LEAF2B_Ethernet4,PASS
62,DC1-SPINE4,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet4 - P2P_LINK_TO_DC1-SVC3A_Ethernet4,PASS
63,DC1-SPINE4,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet5 - P2P_LINK_TO_DC1-SVC3B_Ethernet4,PASS
64,DC1-SVC3A,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet1 - P2P_LINK_TO_DC1-SPINE1_Ethernet4,PASS
65,DC1-SVC3A,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet2 - P2P_LINK_TO_DC1-SPINE2_Ethernet4,PASS
66,DC1-SVC3A,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet3 - P2P_LINK_TO_DC1-SPINE3_Ethernet4,PASS
67,DC1-SVC3A,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet4 - P2P_LINK_TO_DC1-SPINE4_Ethernet4,PASS
68,DC1-SVC3A,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet5 - MLAG_PEER_DC1-SVC3B_Ethernet5,PASS
69,DC1-SVC3A,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet6 - MLAG_PEER_DC1-SVC3B_Ethernet6,PASS
70,DC1-SVC3A,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet7 - DC1-L2LEAF2A_Ethernet1,PASS
71,DC1-SVC3A,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet8 - DC1-L2LEAF2B_Ethernet1,PASS
72,DC1-SVC3B,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet1 - P2P_LINK_TO_DC1-SPINE1_Ethernet5,PASS
73,DC1-SVC3B,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet2 - P2P_LINK_TO_DC1-SPINE2_Ethernet5,PASS
74,DC1-SVC3B,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet3 - P2P_LINK_TO_DC1-SPINE3_Ethernet5,PASS
75,DC1-SVC3B,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet4 - P2P_LINK_TO_DC1-SPINE4_Ethernet5,PASS
76,DC1-SVC3B,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet5 - MLAG_PEER_DC1-SVC3A_Ethernet5,PASS
77,DC1-SVC3B,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet6 - MLAG_PEER_DC1-SVC3A_Ethernet6,PASS
78,DC1-SVC3B,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet7 - DC1-L2LEAF2A_Ethernet2,PASS
79,DC1-SVC3B,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet8 - DC1-L2LEAF2B_Ethernet2,PASS
80,DC1-L2LEAF1A,Interface State,Port-Channel Interface Status & Line Protocol == "up",Port-Channel1 - DC1-LEAF2A_Po7,PASS
81,DC1-L2LEAF2A,Interface State,Port-Channel Interface Status & Line Protocol == "up",Port-Channel1 - DC1-SVC3A_Po7,PASS
82,DC1-L2LEAF2A,Interface State,Port-Channel Interface Status & Line Protocol == "up",Port-Channel3 - MLAG_PEER_DC1-L2LEAF2B_Po3,PASS
83,DC1-L2LEAF2B,Interface State,Port-Channel Interface Status & Line Protocol == "up",Port-Channel1 - DC1-SVC3B_Po7,PASS
84,DC1-L2LEAF2B,Interface State,Port-Channel Interface Status & Line Protocol == "up",Port-Channel3 - MLAG_PEER_DC1-L2LEAF2A_Po3,PASS
85,DC1-LEAF2A,Interface State,Port-Channel Interface Status & Line Protocol == "up",Port-Channel7 - DC1_L2LEAF1_Po1,PASS
86,DC1-LEAF2A,Interface State,Port-Channel Interface Status & Line Protocol == "up",Port-Channel5 - MLAG_PEER_DC1-LEAF2B_Po5,PASS
87,DC1-LEAF2A,Interface State,Port-Channel Interface Status & Line Protocol == "up",Port-Channel8 - server-1_PortChanne1,PASS
88,DC1-LEAF2B,Interface State,Port-Channel Interface Status & Line Protocol == "up",Port-Channel7 - DC1_L2LEAF1_Po1,PASS
89,DC1-LEAF2B,Interface State,Port-Channel Interface Status & Line Protocol == "up",Port-Channel5 - MLAG_PEER_DC1-LEAF2A_Po5,PASS
90,DC1-LEAF2B,Interface State,Port-Channel Interface Status & Line Protocol == "up",Port-Channel8 - server-1_PortChanne1,PASS
91,DC1-SVC3A,Interface State,Port-Channel Interface Status & Line Protocol == "up",Port-Channel7 - DC1_L2LEAF2_Po1,PASS
92,DC1-SVC3A,Interface State,Port-Channel Interface Status & Line Protocol == "up",Port-Channel5 - MLAG_PEER_DC1-SVC3B_Po5,PASS
93,DC1-SVC3B,Interface State,Port-Channel Interface Status & Line Protocol == "up",Port-Channel7 - DC1_L2LEAF2_Po1,PASS
94,DC1-SVC3B,Interface State,Port-Channel Interface Status & Line Protocol == "up",Port-Channel5 - MLAG_PEER_DC1-SVC3A_Po5,PASS
95,DC1-L2LEAF2A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan4094 - MLAG_PEER,PASS
96,DC1-L2LEAF2B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan4094 - MLAG_PEER,PASS
97,DC1-LEAF1A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan120 - Tenant_A_WEB_Zone_1,PASS
98,DC1-LEAF1A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan121 - Tenant_A_WEBZone_2,PASS
99,DC1-LEAF2A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan4093 - MLAG_PEER_L3_PEERING,PASS
100,DC1-LEAF2A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan4094 - MLAG_PEER,PASS
101,DC1-LEAF2A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan110 - Tenant_A_OP_Zone_1,PASS
102,DC1-LEAF2A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan111 - Tenant_A_OP_Zone_2,PASS
103,DC1-LEAF2A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan112 - Tenant_A_OP_Zone_3,PASS
104,DC1-LEAF2A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan3009 - MLAG_PEER_L3_iBGP: vrf Tenant_A_OP_Zone,PASS
105,DC1-LEAF2A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan120 - Tenant_A_WEB_Zone_1,PASS
106,DC1-LEAF2A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan121 - Tenant_A_WEBZone_2,PASS
107,DC1-LEAF2A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan3010 - MLAG_PEER_L3_iBGP: vrf Tenant_A_WEB_Zone,PASS
108,DC1-LEAF2B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan4093 - MLAG_PEER_L3_PEERING,PASS
109,DC1-LEAF2B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan4094 - MLAG_PEER,PASS
110,DC1-LEAF2B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan110 - Tenant_A_OP_Zone_1,PASS
111,DC1-LEAF2B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan111 - Tenant_A_OP_Zone_2,PASS
112,DC1-LEAF2B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan112 - Tenant_A_OP_Zone_3,PASS
113,DC1-LEAF2B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan3009 - MLAG_PEER_L3_iBGP: vrf Tenant_A_OP_Zone,PASS
114,DC1-LEAF2B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan120 - Tenant_A_WEB_Zone_1,PASS
115,DC1-LEAF2B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan121 - Tenant_A_WEBZone_2,PASS
116,DC1-LEAF2B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan3010 - MLAG_PEER_L3_iBGP: vrf Tenant_A_WEB_Zone,PASS
117,DC1-SVC3A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan4093 - MLAG_PEER_L3_PEERING,PASS
118,DC1-SVC3A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan4094 - MLAG_PEER,PASS
119,DC1-SVC3A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan110 - Tenant_A_OP_Zone_1,PASS
120,DC1-SVC3A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan111 - Tenant_A_OP_Zone_2,PASS
121,DC1-SVC3A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan3009 - MLAG_PEER_L3_iBGP: vrf Tenant_A_OP_Zone,PASS
122,DC1-SVC3A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan120 - Tenant_A_WEB_Zone_1,PASS
123,DC1-SVC3A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan121 - Tenant_A_WEBZone_2,PASS
124,DC1-SVC3A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan3010 - MLAG_PEER_L3_iBGP: vrf Tenant_A_WEB_Zone,PASS
125,DC1-SVC3B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan4093 - MLAG_PEER_L3_PEERING,PASS
126,DC1-SVC3B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan4094 - MLAG_PEER,PASS
127,DC1-SVC3B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan110 - Tenant_A_OP_Zone_1,PASS
128,DC1-SVC3B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan111 - Tenant_A_OP_Zone_2,PASS
129,DC1-SVC3B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan3009 - MLAG_PEER_L3_iBGP: vrf Tenant_A_OP_Zone,PASS
130,DC1-SVC3B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan120 - Tenant_A_WEB_Zone_1,PASS
131,DC1-SVC3B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan121 - Tenant_A_WEBZone_2,PASS
132,DC1-SVC3B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan3010 - MLAG_PEER_L3_iBGP: vrf Tenant_A_WEB_Zone,PASS
133,DC1-LEAF1A,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS
134,DC1-LEAF2A,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS
135,DC1-LEAF2B,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS
136,DC1-SVC3A,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS
137,DC1-SVC3B,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS
138,DC1-LEAF1A,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS
139,DC1-LEAF1A,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS
140,DC1-LEAF2A,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS
141,DC1-LEAF2A,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS
142,DC1-LEAF2A,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback100 - Tenant_A_OP_Zone_VTEP_DIAGNOSTICS,PASS
143,DC1-LEAF2B,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS
144,DC1-LEAF2B,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS
145,DC1-LEAF2B,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback100 - Tenant_A_OP_Zone_VTEP_DIAGNOSTICS,PASS
146,DC1-SPINE1,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS
147,DC1-SPINE2,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS
148,DC1-SPINE3,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS
149,DC1-SPINE4,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS
150,DC1-SVC3A,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS
151,DC1-SVC3A,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS
152,DC1-SVC3A,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback100 - Tenant_A_OP_Zone_VTEP_DIAGNOSTICS,PASS
153,DC1-SVC3B,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS
154,DC1-SVC3B,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS
155,DC1-SVC3B,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback100 - Tenant_A_OP_Zone_VTEP_DIAGNOSTICS,PASS
156,DC1-L2LEAF1A,LLDP Topology,lldp topology - validate peer and interface,Ethernet1 - DC1-LEAF2A_Ethernet7,PASS
157,DC1-L2LEAF1A,LLDP Topology,lldp topology - validate peer and interface,Ethernet2 - DC1-LEAF2B_Ethernet7,PASS
158,DC1-L2LEAF2A,LLDP Topology,lldp topology - validate peer and interface,Ethernet1 - DC1-SVC3A_Ethernet7,PASS
159,DC1-L2LEAF2A,LLDP Topology,lldp topology - validate peer and interface,Ethernet2 - DC1-SVC3B_Ethernet7,PASS
160,DC1-L2LEAF2A,LLDP Topology,lldp topology - validate peer and interface,Ethernet3 - MLAG_PEER_DC1-L2LEAF2B_Ethernet3,PASS
161,DC1-L2LEAF2A,LLDP Topology,lldp topology - validate peer and interface,Ethernet4 - MLAG_PEER_DC1-L2LEAF2B_Ethernet4,PASS
162,DC1-L2LEAF2B,LLDP Topology,lldp topology - validate peer and interface,Ethernet1 - DC1-SVC3A_Ethernet8,PASS
163,DC1-L2LEAF2B,LLDP Topology,lldp topology - validate peer and interface,Ethernet2 - DC1-SVC3B_Ethernet8,PASS
164,DC1-L2LEAF2B,LLDP Topology,lldp topology - validate peer and interface,Ethernet3 - MLAG_PEER_DC1-L2LEAF2A_Ethernet3,PASS
165,DC1-L2LEAF2B,LLDP Topology,lldp topology - validate peer and interface,Ethernet4 - MLAG_PEER_DC1-L2LEAF2A_Ethernet4,PASS
166,DC1-LEAF1A,LLDP Topology,lldp topology - validate peer and interface,Ethernet1 - P2P_LINK_TO_DC1-SPINE1_Ethernet1,PASS
167,DC1-LEAF1A,LLDP Topology,lldp topology - validate peer and interface,Ethernet2 - P2P_LINK_TO_DC1-SPINE2_Ethernet1,PASS
168,DC1-LEAF1A,LLDP Topology,lldp topology - validate peer and interface,Ethernet3 - P2P_LINK_TO_DC1-SPINE3_Ethernet1,PASS
169,DC1-LEAF1A,LLDP Topology,lldp topology - validate peer and interface,Ethernet4 - P2P_LINK_TO_DC1-SPINE4_Ethernet1,PASS
170,DC1-LEAF2A,LLDP Topology,lldp topology - validate peer and interface,Ethernet1 - P2P_LINK_TO_DC1-SPINE1_Ethernet2,PASS
171,DC1-LEAF2A,LLDP Topology,lldp topology - validate peer and interface,Ethernet2 - P2P_LINK_TO_DC1-SPINE2_Ethernet2,PASS
172,DC1-LEAF2A,LLDP Topology,lldp topology - validate peer and interface,Ethernet3 - P2P_LINK_TO_DC1-SPINE3_Ethernet2,PASS
173,DC1-LEAF2A,LLDP Topology,lldp topology - validate peer and interface,Ethernet4 - P2P_LINK_TO_DC1-SPINE4_Ethernet2,PASS
174,DC1-LEAF2A,LLDP Topology,lldp topology - validate peer and interface,Ethernet5 - MLAG_PEER_DC1-LEAF2B_Ethernet5,PASS
175,DC1-LEAF2A,LLDP Topology,lldp topology - validate peer and interface,Ethernet6 - MLAG_PEER_DC1-LEAF2B_Ethernet6,PASS
176,DC1-LEAF2A,LLDP Topology,lldp topology - validate peer and interface,Ethernet7 - DC1-L2LEAF1A_Ethernet1,PASS
177,DC1-LEAF2B,LLDP Topology,lldp topology - validate peer and interface,Ethernet1 - P2P_LINK_TO_DC1-SPINE1_Ethernet3,PASS
178,DC1-LEAF2B,LLDP Topology,lldp topology - validate peer and interface,Ethernet2 - P2P_LINK_TO_DC1-SPINE2_Ethernet3,PASS
179,DC1-LEAF2B,LLDP Topology,lldp topology - validate peer and interface,Ethernet3 - P2P_LINK_TO_DC1-SPINE3_Ethernet3,PASS
180,DC1-LEAF2B,LLDP Topology,lldp topology - validate peer and interface,Ethernet4 - P2P_LINK_TO_DC1-SPINE4_Ethernet3,PASS
181,DC1-LEAF2B,LLDP Topology,lldp topology - validate peer and interface,Ethernet5 - MLAG_PEER_DC1-LEAF2A_Ethernet5,PASS
182,DC1-LEAF2B,LLDP Topology,lldp topology - validate peer and interface,Ethernet6 - MLAG_PEER_DC1-LEAF2A_Ethernet6,PASS
183,DC1-LEAF2B,LLDP Topology,lldp topology - validate peer and interface,Ethernet7 - DC1-L2LEAF1A_Ethernet2,PASS
184,DC1-SPINE1,LLDP Topology,lldp topology - validate peer and interface,Ethernet1 - P2P_LINK_TO_DC1-LEAF1A_Ethernet1,PASS
185,DC1-SPINE1,LLDP Topology,lldp topology - validate peer and interface,Ethernet2 - P2P_LINK_TO_DC1-LEAF2A_Ethernet1,PASS
186,DC1-SPINE1,LLDP Topology,lldp topology - validate peer and interface,Ethernet3 - P2P_LINK_TO_DC1-LEAF2B_Ethernet1,PASS
187,DC1-SPINE1,LLDP Topology,lldp topology - validate peer and interface,Ethernet4 - P2P_LINK_TO_DC1-SVC3A_Ethernet1,PASS
188,DC1-SPINE1,LLDP Topology,lldp topology - validate peer and interface,Ethernet5 - P2P_LINK_TO_DC1-SVC3B_Ethernet1,PASS
189,DC1-SPINE2,LLDP Topology,lldp topology - validate peer and interface,Ethernet1 - P2P_LINK_TO_DC1-LEAF1A_Ethernet2,PASS
190,DC1-SPINE2,LLDP Topology,lldp topology - validate peer and interface,Ethernet2 - P2P_LINK_TO_DC1-LEAF2A_Ethernet2,PASS
191,DC1-SPINE2,LLDP Topology,lldp topology - validate peer and interface,Ethernet3 - P2P_LINK_TO_DC1-LEAF2B_Ethernet2,PASS
192,DC1-SPINE2,LLDP Topology,lldp topology - validate peer and interface,Ethernet4 - P2P_LINK_TO_DC1-SVC3A_Ethernet2,PASS
193,DC1-SPINE2,LLDP Topology,lldp topology - validate peer and interface,Ethernet5 - P2P_LINK_TO_DC1-SVC3B_Ethernet2,PASS
194,DC1-SPINE3,LLDP Topology,lldp topology - validate peer and interface,Ethernet1 - P2P_LINK_TO_DC1-LEAF1A_Ethernet3,PASS
195,DC1-SPINE3,LLDP Topology,lldp topology - validate peer and interface,Ethernet2 - P2P_LINK_TO_DC1-LEAF2A_Ethernet3,PASS
196,DC1-SPINE3,LLDP Topology,lldp topology - validate peer and interface,Ethernet3 - P2P_LINK_TO_DC1-LEAF2B_Ethernet3,PASS
197,DC1-SPINE3,LLDP Topology,lldp topology - validate peer and interface,Ethernet4 - P2P_LINK_TO_DC1-SVC3A_Ethernet3,PASS
198,DC1-SPINE3,LLDP Topology,lldp topology - validate peer and interface,Ethernet5 - P2P_LINK_TO_DC1-SVC3B_Ethernet3,PASS
199,DC1-SPINE4,LLDP Topology,lldp topology - validate peer and interface,Ethernet1 - P2P_LINK_TO_DC1-LEAF1A_Ethernet4,PASS
